"","iteration","instance","precision","recall","fmeasure","num_annotations"
"1",1,117,0.967391304347826,0.212918660287081,0.349019607843137,92
"2",2,117,0.946808510638298,0.212918660287081,0.34765625,94
"3",3,117,0.953703703703704,0.246411483253589,0.391634980988593,108
"4",4,117,0.968992248062015,0.299043062200957,0.457038391224863,129
"5",5,117,0.952380952380952,0.287081339712919,0.441176470588235,126
"6",6,117,0.952380952380952,0.287081339712919,0.441176470588235,126
"7",7,117,0.952380952380952,0.287081339712919,0.441176470588235,126
"8",8,117,0.94488188976378,0.287081339712919,0.440366972477064,127
"9",1,109,0.919847328244275,0.576555023923445,0.708823529411765,262
"10",2,109,0.892988929889299,0.578947368421053,0.702467343976778,271
"11",3,109,0.919847328244275,0.576555023923445,0.708823529411765,262
"12",4,109,0.908759124087591,0.595693779904306,0.719653179190751,274
"13",5,109,0.879858657243816,0.595693779904306,0.710413694721826,283
"14",6,109,0.895306859205776,0.593301435406699,0.713669064748202,277
"15",7,109,0.821428571428571,0.605263157894737,0.696969696969697,308
"16",8,109,0.730978260869565,0.643540669856459,0.684478371501272,368
"17",9,109,0.774193548387097,0.631578947368421,0.695652173913043,341
"18",1,110,0.497607655502392,0.746411483253589,0.597129186602871,627
"19",2,110,0.480122324159021,0.751196172248804,0.585820895522388,654
"20",3,110,0.474320241691843,0.751196172248804,0.581481481481481,662
"21",4,110,0.468934911242604,0.758373205741627,0.579524680073126,676
"22",5,110,0.518518518518518,0.803827751196172,0.630393996247655,648
"23",6,110,0.549206349206349,0.827751196172249,0.66030534351145,630
"24",7,110,0.54746835443038,0.827751196172249,0.659047619047619,632
"25",1,118,0.754237288135593,0.212918660287081,0.332089552238806,118
"26",2,118,0.743801652892562,0.215311004784689,0.333951762523191,121
"27",3,118,0.745901639344262,0.217703349282297,0.337037037037037,122
"28",4,118,0.790909090909091,0.208133971291866,0.329545454545455,110
"29",5,118,0.792682926829268,0.155502392344498,0.26,82
"30",6,118,0.755813953488372,0.155502392344498,0.257936507936508,86
"31",7,118,0.724137931034483,0.150717703349282,0.249504950495050,87
"32",8,118,0.810344827586207,0.112440191387560,0.197478991596639,58
"33",1,111,0.836065573770492,0.122009569377990,0.212943632567850,61
"34",2,111,0.836065573770492,0.122009569377990,0.212943632567850,61
"35",3,111,0.819672131147541,0.119617224880383,0.208768267223382,61
"36",4,111,0.582781456953642,0.631578947368421,0.606199770378875,453
"37",5,111,0.592427616926503,0.636363636363636,0.61361014994233,449
"38",6,111,0.777439024390244,0.610047846889952,0.683646112600536,328
"39",7,111,0.651685393258427,0.832535885167464,0.73109243697479,534
"40",1,124,0.401913875598086,0.803827751196172,0.535885167464115,836
"41",2,124,0.672645739910314,0.717703349282297,0.694444444444444,446
"42",3,124,0.685912240184757,0.710526315789474,0.698002350176263,433
"43",4,124,0.716748768472906,0.696172248803828,0.70631067961165,406
"44",5,124,0.591549295774648,0.301435406698565,0.399366085578447,213
"45",6,124,0.655844155844156,0.72488038277512,0.688636363636364,462
"46",7,124,0.693363844393593,0.72488038277512,0.708771929824561,437
"47",8,124,0.693363844393593,0.72488038277512,0.708771929824561,437
"48",1,106,0.948979591836735,0.444976076555024,0.60586319218241,196
"49",2,106,0.948979591836735,0.444976076555024,0.60586319218241,196
"50",3,106,0.933823529411765,0.303827751196172,0.458483754512635,136
